UNIQUE_ID,COUNTYFP,county,precinct,P22USSDWAR,P22USSDJOH,P22USSRWAL,P22USSRBLA,P22USSRSAD,P22USSRCLA,P22USSRKIN,P22USSRMCC,P22GOVDABR,P22GOVRKEM,P22GOVRPER,P22GOVRTAY,P22GOVRDAV,P22GOVRWIL,P22LTGDHAL,P22LTGDBAI,P22LTGDSHA,P22LTGDBTY,P22LTGDALL,P22LTGDJAC,P22LTGDBTO,P22LTGDHAY,P22LTGDMAL,P22LTGRJON,P22LTGRMIL,P22LTGRMCG,P22LTGRSEA,P22ATGDJOR,P22ATGDSMI,P22ATGRCAR,P22ATGRGOR,P22SOSDNGU,P22SOSDDAW,P22SOSDOWE,P22SOSDGRI,P22SOSDEAV,P22SOSRRAF,P22SOSRHIC,P22SOSRISL,P22SOSRHUD,P22AGRDHEM,P22AGRDDUK,P22AGRDSWA,P22AGRRHAR,P22INSDROB,P22INSDBAK,P22INSDWIL,P22INSRKIN,P22INSRWIT,P22INSRCOW,P22LABDBOD,P22LABDHOR,P22LABDJAC,P22LABDSUR,P22LABDDEA,P22LABRTHO,P22LABRCOA,P22LABRBHA,PPSC02DDUR,PPSC02DEDW,PPSC02RECH,PPSC03DEDW,PPSC03DFAR,PPSC03DMOO,PPSC03RJOH,P22SUPDSEA,P22SUPDHOW,P22SUPDMOR,P22SUPDHIT,P22SUPRWOO,P22SUPRBAR,G22SSCNMCM,G22SSCNLAG,G22SSCNCOL,G22SSCNBRI,G22COANBAR,G22COANMCF,G22COANPIP,PCON01RCAR,PCON01DGRI,PCON01DHER,PCON01DMUN,PCON02DBIS,PCON02DOHA,PCON02RHUN,PCON02RWES,PCON02RJOH,PCON02RCHI,PCON02RROB,PCON02RWHI,PCON03RFER,PCON03RCRA,PCON03DALM,PCON04DJOH,PCON04RCHA,PCON04RIVY,PCON05RZIM,PCON05DWIL,PCON05DSTO,PCON05DMAC,PCON06RMCC,PCON06REVA,PCON06RSTA,PCON06RHAN,PCON06RYU,PCON06RHAR,PCON06RGAT,PCON06RVOY,PCON06RSMI,PCON06DCHR,PCON06DWHI,PCON07RCOR,PCON07RGON,PCON07RMCC,PCON07RWES,PCON07RNYG,PCON07DMCB,PCON07DBOU,PCON07DMCL,PCON08DBUT,PCON08RSCO,PCON09RCLY,PCON09RSOU,PCON09RBOG,PCON09RHOW,PCON09RLON,PCON09DFOR,PCON10RCOL,PCON10RJON,PCON10RBAR,PCON10RBRO,PCON10RCUR,PCON10RSIM,PCON10RMCM,PCON10RSWA,PCON10DJOH,PCON10DFOR,PCON10DHAT,PCON10DODU,PCON10DWAL,PCON11DDAZ,PCON11RLOU,PCON12RALL,PCON12DJOH,PCON13RGON,PCON13RPLO,PCON13RHAW,PCON13DSCO,PCON13DBAK,PCON13DDRI,PCON13DFOR,PCON14DFLO,PCON14DDAV,PCON14DMCC,PCON14RGRE,PCON14RSTR,PCON14RCUN,PCON14RHAY,PCON14RLUT,PCON14RSYN,PSU01DJON,PSU01DNIQ,PSU01RWAT,PSU02RYOU,PSU02RYAS,PSU02DMAL,PSU02DSCO,PSU03RHOD,PSU03RJON,PSU03RHAY,PSU04RHIC,PSU05DRAH,PSU05DPOW,PSU06DEST,PSU06DWAK,PSU06RGLA,PSU06RMOO,PSU07RMCK,PSU07RSAN,PSU07DISL,PSU07DMOO,PSU08RGOO,PSU09DMER,PSU10DJON,PSU10DHOL,PSU11RBUR,PSU12DSIM,PSU13RSUM,PSU13RPER,PSU13RWOO,PSU14DMCL,PSU14RHAU,PSU15DHAR,PSU16RHAR,PSU16DDUB,PSU17RSTR,PSU17RMAU,PSU17DMOR,PSU18RKEN,PSU18RVAN,PSU18DBEN,PSU19RTIL,PSU19DMOO,PSU20RWAL,PSU21RBEA,PSU22RDAN,PSU22DJON,PSU23RBUR,PSU24RAND,PSU25DROD,PSU25RWIL,PSU25RJEF,PSU25ROLI,PSU25RSUL,PSU26DLUC,PSU27DBIN,PSU27RDOL,PSU28RBRA,PSU29DWRI,PSU29DMAN,PSU29RROB,PSU30RDUG,PSU31RANA,PSU32DBEN,PSU32RKIR,PSU32RSOH,PSU33DRHE,PSU33DHEM,PSU34RSMI,PSU34DSEA,PSU35DJAM,PSU35DJON,PSU35DGIL,PSU35DGLA,PSU36DORR,PSU36DSMI,PSU36DSTE,PSU36RHUE,PSU37RSET,PSU37RDEL,PSU37RJOH,PSU37DPAR,PSU37DNIC,PSU38DTAT,PSU38DBRA,PSU38DCAR,PSU38DPET,PSU39DHAL,PSU40RMCD,PSU40DHAR,PSU41DJAC,PSU41RJON,PSU42DPAR,PSU43RWIL,PSU43DAND,PSU43DLES,PSU44DDAV,PSU44DFLO,PSU45DJON,PSU45RDIX,PSU46DFER,PSU46RCOW,PSU47RGIN,PSU47RHAR,PSU47RCHA,PSU47DSCO,PSU48RSTI,PSU48RGRI,PSU48DUDD,PSU49DCOO,PSU49RECH,PSU49RGIB,PSU49RSTR,PSU50DWIL,PSU50RHAT,PSU51RGOO,PSU52RHUF,PSU52RLEW,PSU52RKEE,PSU53RMOO,PSU53RHEN,PSU54RPAY,PSU54RKEE,PSU55DBUT,PSU55DODI,PSU56DTHO,PSU56RALB,PSL001RCAM,PSL001RHAR,PSL002RTAR,PSL002RCOL,PSL002RNOB,PSL003RHOR,PSL003RWEL,PSL004RCAR,PSL004RVOY,PSL005RBAR,PSL006RRID,PSL006RCOK,PSL007RRAL,PSL008DKRI,PSL008RGUN,PSL009RWAD,PSL009RTOL,PSL010RAND,PSL011DHOL,PSL011RJAS,PSL012RLUM,PSL012RWAT,PSL013DDEM,PSL013RMAR,PSL013RBAR,PSL014RSCO,PSL015RGAM,PSL016RKEL,PSL016RRIC,PSL017RMOM,PSL017RWOL,PSL017DMAR,PSL018RSMI,PSL018DRHU,PSL019DCOY,PSL019RGUL,PSL020RBYR,PSL020RSAU,PSL020RHIX,PSL021RTHO,PSL022RRID,PSL022RKOS,PSL022DHIL,PSL023RBAL,PSL023RHUT,PSL024DWAL,PSL024RGIL,PSL024RBAR,PSL024RSOL,PSL025DMEY,PSL025RJON,PSL026RMCD,PSL026DHEL,PSL027RHAW,PSL028RCOX,PSL028RTRE,PSL028RSHO,PSL028RMCC,PSL028RLAN,PSL028RLUC,PSL028DWOO,PSL029RDUB,PSL029DPAN,PSL030DFLO,PSL030RMCC,PSL030RPIM,PSL030RSAN,PSL031RDUN,PSL031RCLE,PSL032RERW,PSL033RPOW,PSL033RPUR,PSL034DCOK,PSL034RSEA,PSL035DCAM,PSL035DRIN,PSL035DMIL,PSL035RTRI,PSL036DRYN,PSL036REHR,PSL037DWIL,PSL037RRED,PSL038DWIL,PSL039DDEL,PSL039DCUM,PSL039DPIE,PSL039DJOH,PSL039DLES,PSL039RANG,PSL040DSTO,PSL040DCAS,PSL040RFON,PSL041DSMI,PSL041RROD,PSL042DANU,PSL043RTIL,PSL043DADE,PSL043DSTA,PSL044RPAR,PSL044DOYO,PSL045DMCC,PSL045RCOO,PSL045RMOO,PSL046DGAR,PSL046RCAR,PSL047RJON,PSL048DROB,PSL048RHIL,PSL049DGIL,PSL049RMAR,PSL049RGOR,PSL050RKRA,PSL050RRED,PSL050RTRA,PSL050DAU,PSL051RKOR,PSL051DPAN,PSL051DBRU,PSL052DROB,PSL052RAHR,PSL053RSIL,PSL053DCOF,PSL054RBAI,PSL054DHOL,PSL055DWIL,PSL055DGRE,PSL055RLEN,PSL056DMAI,PSL056DJON,PSL056DCHA,PSL057DEVA,PSL058DCAN,PSL058DTON,PSL059DOLA,PSL059DCOL,PSL060DJON,PSL060DLEE,PSL061DBRU,PSL061DKEM,PSL061DDAW,PSL061DMCC,PSL062DMIL,PSL062DCAL,PSL062DNOB,PSL063DSCH,PSL064DEDW,PSL064DTHO,PSL064DWIL,PSL064RNEW,PSL064RMIL,PSL064RPAR,PSL065DTHO,PSL065RHOR,PSL066DALE,PSL067DGLA,PSL067RAMI,PSL068DNAG,PSL068DWIL,PSL068RMAT,PSL069DBAZ,PSL069DJAC,PSL069DBRO,PSL070DAND,PSL070RSMI,PSL070RNUN,PSL071DOKA,PSL071RCOL,PSL072RHUD,PSL073RBON,PSL074DHAR,PSL074DMIT,PSL074RMAT,PSL074RBAL,PSL075DGLA,PSL075DAND,PSL075RASH,PSL076DSCO,PSL077DBUR,PSL078DDOU,PSL078DJEA,PSL079DNEA,PSL080RAND,PSL080DTRA,PSL081RBEN,PSL081DHOL,PSL082DOLI,PSL082RMIL,PSL083DLUP,PSL083RBER,PSL084DCRA,PSL084DRAE,PSL085DDRE,PSL085DONE,PSL086DBAR,PSL086DADA,PSL086DIVE,PSL086RKIN,PSL087DDAV,PSL088RFRE,PSL088DMIT,PSL088DROG,PSL089DEVA,PSL089RSHE,PSL090RDIO,PSL090DDRA,PSL090DSCH,PSL090DHUD,PSL090DHUB,PSL090DPAR,PSL091DMOO,PSL091DSHE,PSL092DTAY,PSL092DKIN,PSL093DCAR,PSL093DIZZ,PSL094DBEN,PSL095RDAW,PSL095DKEN,PSL096DMAR,PSL096RLOW,PSL097DROM,PSL097DWU,PSL097RCHA,PSL098DLIM,PSL099DDUG,PSL099RREE,PSL100DJAC,PSL100RCLA,PSL100RRIC,PSL101RPRO,PSL101DKEN,PSL102DOKO,PSL102RHAR,PSL103RHON,PSL103DANA,PSL104REFS,PSL104DREI,PSL105RCHO,PSL105DMUG,PSL106RWRE,PSL106DHUT,PSL106DMIT,PSL107DPAR,PSL107RCAO,PSL108DCLA,PSL108RCRI,PSL109DMCC,PSL110DADE,PSL110RLOL,PSL111DCOX,PSL111RMAR,PSL112RWIL,PSL112DREE,PSL113DHEN,PSL113DBOY,PSL114DADA,PSL114RFLE,PSL114RMCN,PSL115DLEW,PSL116DHOL,PSL116RBEN,PSL117DRUC,PSL117DCUL,PSL117RDAN,PSL117RKAH,PSL117RCAR,PSL117RCLA,PSL118RCRO,PSL118DBEL,PSL119RRAM,PSL119RRAY,PSL120DJOH,PSL120RGAI,PSL121DAUE,PSL121RWIE,PSL122DFRY,PSL123RLEV,PSL124RRHO,PSL124DHOW,PSL125RFLE,PSL126DFRA,PSL126RHAR,PSL127RNEW,PSL128DJAC,PSL129DHOW,PSL130RSWE,PSL130DGLA,PSL131RLOT,PSL132DPRI,PSL132DGEO,PSL133DWAL,PSL133RVAN,PSL134RKNI,PSL134DDIC,PSL135RCAM,PSL135RBRU,PSL136RJEN,PSL136RMUR,PSL137RRIC,PSL137DBUC,PSL138RSMI,PSL139RSMI,PSL140DREE,PSL140DBAK,PSL141DHUG,PSL142DPAR,PSL143DBEV,PSL144RWAS,PSL144RSTO,PSL144DCON,PSL145RDIC,PSL146RBLA,PSL146DDRI,PSL147RBAL,PSL147DPHI,PSL148RWIL,PSL149RMAT,PSL149RPRU,PSL150DBEN,PSL151RCHE,PSL151DBAR,PSL152RYEA,PSL153DSAM,PSL153DWYN,PSL153RTAY,PSL154RGRE,PSL154DHAY,PSL155RHAT,PSL156RHAG,PSL156DKIT,PSL157RWER,PSL158DSMI,PSL158RPAR,PSL159RBUR,PSL160RFRA,PSL161RHIT,PSL161DBAR,PSL162DGIL,PSL162DPRA,PSL163DWES,PSL163DBOW,PSL164DTHO,PSL164RSTE,PSL164RPAW,PSL165DJAC,PSL166RPET,PSL167RDEL,PSL168DWIL,PSL168DSMI,PSL169RPIR,PSL169DBRO,PSL170RHOU,PSL171RCAM,PSL172RWAT,PSL173DJEN,PSL173RTAY,PSL174RCOR,PSL175RLAH,PSL175RBLA,PSL176RBUR,PSL177DSHA,PSL178RMEE,PSL178RCAR,PSL179RTOW,PSL179RDUN,PSL179RKIL,PSL180RSAI,PSL180RSMI
001-1B,001,Appling,1B,32,1,411,78,3,24,3,8,29,296,96,139,5,1,7,2,3,3,7,3,2,5,0,227,155,81,23,25,6,335,158,7,7,5,8,2,241,140,42,72,11,5,14,445,12,14,4,319,86,77,10,4,4,6,7,291,133,24,22,8,441,13,12,5,427,13,5,6,6,365,122,460,456,348,135,456,457,457,444,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001-1C,001,Appling,1C,18,2,317,67,4,9,1,8,17,246,72,101,0,1,1,2,2,2,7,1,3,2,0,226,99,37,20,13,6,253,146,2,2,6,7,1,184,116,44,52,3,6,8,358,6,7,6,224,78,80,3,2,5,5,5,243,101,17,9,9,351,9,4,6,338,4,4,6,6,282,108,345,349,265,113,344,343,340,351,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0
001-2,001,Appling,2,308,6,202,43,6,5,5,4,322,124,77,65,4,1,54,8,23,62,42,43,15,23,2,127,70,26,19,166,103,149,99,58,51,83,60,27,108,85,25,25,130,86,47,214,121,102,47,153,51,37,48,34,112,53,30,136,77,21,91,171,212,159,58,48,204,127,52,72,17,178,73,451,446,239,258,453,433,430,216,156,82,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001-3A1,001,Appling,3A1,11,2,287,47,4,3,1,2,9,220,72,57,1,0,2,2,0,2,4,0,1,1,0,159,107,45,14,6,7,232,101,1,2,3,3,4,172,105,18,36,4,3,6,293,8,4,1,191,71,56,5,0,2,5,1,197,98,9,4,9,289,9,1,3,287,6,0,5,2,260,62,299,301,239,73,295,297,293,305,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001-3C,001,Appling,3C,85,7,441,72,8,15,1,5,87,355,87,107,1,2,16,8,6,10,13,12,8,2,1,295,119,63,25,55,26,357,153,22,15,23,17,5,269,156,43,45,24,33,23,455,31,36,14,340,102,68,18,13,19,15,17,296,133,27,31,40,458,52,15,10,429,35,18,20,8,390,118,500,496,383,159,498,499,495,464,28,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0,0,0,0
001-4B,001,Appling,4B,3,0,282,80,10,5,1,10,3,241,83,69,1,0,0,0,0,1,0,2,0,0,0,189,106,50,18,2,1,251,119,0,1,1,1,0,162,147,27,31,1,2,0,342,1,2,0,236,69,61,0,0,1,0,2,206,118,20,1,2,340,2,1,0,330,1,2,0,0,279,91,324,327,261,80,323,323,322,345,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,59,0,0,0,0,0
